Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FDR,PI_1,PI_N,PI_2,B365_1,B365_N,B365_2
28/10/17,2017,Dijon,Nantes,1,0,H,2.62,3.17,3.05,2.5,3.1,2.89
28/10/17,2017,Guingamp,Amiens,1,1,D,1.72,3.71,5.73,1.7,3.5,5.25
28/10/17,2017,Montpellier,Rennes,0,1,A,2.15,3.28,3.92,2.1,3.1,3.7
28/10/17,2017,Strasbourg,Angers,2,2,D,2.67,3.22,2.94,2.5,3.1,2.89
28/10/17,2017,Bordeaux,Monaco,0,2,A,2.86,3.62,2.5,3.25,3.39,2.14
27/10/17,2017,Paris SG,Nice,3,0,H,1.18,8.5,17.0,1.12,8.5,17.0
22/10/17,2017,Marseille,Paris SG,2,2,D,7.2,5.22,1.44,6.5,4.6,1.44
22/10/17,2017,Troyes,Lyon,0,5,A,5.12,4.17,1.69,5.0,3.4,1.75
22/10/17,2017,Nice,Strasbourg,1,2,A,1.55,4.43,6.57,1.5,4.33,6.0
21/10/17,2017,Amiens,Bordeaux,1,0,H,4.91,3.63,1.83,4.0,3.5,1.91
21/10/17,2017,Angers,Toulouse,0,1,A,1.97,3.29,4.69,2.05,3.2,3.8
21/10/17,2017,Metz,Dijon,1,2,A,2.57,3.42,2.92,2.5,3.2,2.88
21/10/17,2017,Nantes,Guingamp,2,1,H,2.14,3.16,4.14,2.0,3.25,3.9
21/10/17,2017,Rennes,Lille,1,0,H,2.2,3.3,3.73,2.2,3.2,3.4
21/10/17,2017,Monaco,Caen,2,0,H,1.29,6.43,10.57,1.29,5.25,10.0
20/10/17,2017,St Etienne,Montpellier,0,1,A,2.12,3.14,4.27,2.05,3.1,4.0
15/10/17,2017,Strasbourg,Marseille,3,3,D,3.94,3.76,1.98,3.75,3.25,2.05
15/10/17,2017,Montpellier,Nice,2,0,H,2.52,3.36,3.02,2.6,3.2,2.75
15/10/17,2017,Bordeaux,Nantes,1,1,D,1.81,3.66,5.0,1.8,3.3,4.75
14/10/17,2017,Caen,Angers,0,2,A,2.47,3.25,3.2,2.3,3.1,3.25
14/10/17,2017,Guingamp,Rennes,2,0,H,2.08,3.5,3.88,2.1,3.2,3.6
14/10/17,2017,Lille,Troyes,2,2,D,1.66,3.93,5.98,1.65,3.75,5.25
15/10/17,2017,St Etienne,Metz,3,1,H,1.53,4.34,7.09,1.4,4.5,8.0
14/10/17,2017,Toulouse,Amiens,1,0,H,1.84,3.62,4.87,1.7,3.5,5.25
14/10/17,2017,Dijon,Paris SG,1,2,A,35.0,11.0,1.1,23.0,10.0,1.08
13/10/17,2017,Lyon,Monaco,3,2,H,2.49,3.78,2.79,2.5,3.2,2.88
01/10/17,2017,Nice,Marseille,2,4,A,2.29,3.61,3.2,2.3,3.1,3.25
01/10/17,2017,Angers,Lyon,3,3,D,3.51,3.53,2.19,3.75,3.25,2.05
01/10/17,2017,Troyes,St Etienne,2,1,H,3.21,3.33,2.42,3.1,3.2,2.3
30/09/17,2017,Amiens,Lille,0,1,A,2.69,3.29,2.86,2.88,3.2,2.5
30/09/17,2017,Dijon,Strasbourg,1,1,D,2.19,3.45,3.58,2.25,3.1,3.4
30/09/17,2017,Guingamp,Toulouse,1,1,D,2.14,3.42,3.77,2.05,3.3,3.6
30/09/17,2017,Nantes,Metz,1,0,H,1.64,3.89,6.28,1.57,3.6,6.5
30/09/17,2017,Rennes,Caen,0,1,A,2.0,3.5,4.18,1.95,3.2,4.2
30/09/17,2017,Paris SG,Bordeaux,6,2,H,1.12,11.08,24.45,1.08,10.0,23.0
29/09/17,2017,Monaco,Montpellier,1,1,D,1.26,6.27,13.42,1.14,8.0,15.0
24/09/17,2017,Marseille,Toulouse,2,0,H,1.55,4.37,6.71,1.57,3.75,6.0
24/09/17,2017,Strasbourg,Nantes,1,2,A,2.68,3.14,3.0,2.75,3.3,2.5
24/09/17,2017,St Etienne,Rennes,2,2,D,2.12,3.31,3.99,2.05,3.2,3.8
23/09/17,2017,Bordeaux,Guingamp,3,1,H,1.69,3.86,5.69,1.67,3.4,6.0
23/09/17,2017,Caen,Amiens,1,0,H,1.93,3.49,4.56,1.75,3.6,4.75
23/09/17,2017,Lyon,Dijon,3,3,D,1.29,6.17,11.55,1.25,5.5,12.0
23/09/17,2017,Metz,Troyes,0,1,A,2.16,3.46,3.67,2.15,3.4,3.25
23/09/17,2017,Montpellier,Paris SG,0,0,D,20.65,8.6,1.16,13.0,7.5,1.17
22/09/17,2017,Lille,Monaco,0,4,A,5.57,4.06,1.67,5.5,3.75,1.62
22/09/17,2017,Nice,Angers,2,2,D,1.99,3.44,4.32,1.85,3.4,4.33
17/09/17,2017,Paris SG,Lyon,2,0,H,1.17,8.84,16.64,1.25,5.75,11.0
17/09/17,2017,Angers,Metz,0,1,A,1.48,4.34,8.36,1.5,3.75,7.5
17/09/17,2017,Rennes,Nice,0,1,A,2.51,3.33,3.06,2.55,3.1,2.88
17/09/17,2017,Amiens,Marseille,0,2,A,4.15,3.5,2.01,4.0,3.4,1.91
16/09/17,2017,Dijon,St Etienne,0,1,A,3.26,3.28,2.42,3.1,3.1,2.38
16/09/17,2017,Guingamp,Lille,1,0,H,2.24,3.38,3.53,2.25,3.1,3.4
16/09/17,2017,Nantes,Caen,1,0,H,2.01,3.38,4.31,1.95,3.3,4.0
16/09/17,2017,Troyes,Montpellier,0,1,A,2.71,3.31,2.83,2.75,3.1,2.63
16/09/17,2017,Monaco,Strasbourg,3,0,H,1.16,8.66,20.15,1.14,8.0,15.0
15/09/17,2017,Toulouse,Bordeaux,0,1,A,2.97,3.35,2.56,2.63,3.1,2.8
10/09/17,2017,Marseille,Rennes,1,3,A,1.65,4.05,5.85,1.57,3.75,6.0
10/09/17,2017,Lyon,Guingamp,2,1,H,1.4,5.2,8.4,1.36,4.75,8.0
10/09/17,2017,St Etienne,Angers,1,1,D,2.14,3.26,3.97,1.91,3.3,4.2
09/09/17,2017,Caen,Dijon,2,1,H,2.09,3.42,3.92,2.15,3.1,3.6
09/09/17,2017,Montpellier,Nantes,0,1,A,2.14,3.33,3.88,2.05,3.2,3.8
09/09/17,2017,Strasbourg,Amiens,0,1,A,2.14,3.24,4.0,1.91,3.25,4.2
09/09/17,2017,Troyes,Toulouse,0,0,D,2.93,3.34,2.6,2.8,3.1,2.6
09/09/17,2017,Nice,Monaco,4,0,H,4.4,3.89,1.85,4.75,3.4,1.8
08/09/17,2017,Metz,Paris SG,1,5,A,19.01,9.4,1.15,19.0,10.0,1.1
08/09/17,2017,Lille,Bordeaux,0,0,D,2.54,3.29,3.05,2.6,3.0,2.88
27/08/17,2017,Monaco,Marseille,6,1,H,1.67,4.05,5.6,1.7,3.4,5.5
27/08/17,2017,Angers,Lille,1,1,D,2.49,3.14,3.28,2.5,3.0,3.0
27/08/17,2017,Guingamp,Strasbourg,2,0,H,1.99,3.39,4.4,1.91,3.25,4.33
26/08/17,2017,Amiens,Nice,3,0,H,3.77,3.43,2.14,3.75,3.25,2.05
26/08/17,2017,Bordeaux,Troyes,2,1,H,1.54,4.38,6.77,1.55,3.75,6.5
26/08/17,2017,Caen,Metz,1,0,H,1.79,3.6,5.25,1.8,3.4,4.75
26/08/17,2017,Dijon,Montpellier,2,1,H,2.55,3.26,3.06,2.38,3.0,3.2
26/08/17,2017,Toulouse,Rennes,3,2,H,2.31,3.17,3.61,2.15,3.0,3.75
26/08/17,2017,Nantes,Lyon,0,0,D,3.91,3.64,2.02,4.33,3.4,1.85
25/08/17,2017,Paris SG,St Etienne,3,0,H,1.1,12.0,31.0,1.14,7.5,17.0
20/08/17,2017,Paris SG,Toulouse,6,2,H,1.12,11.05,24.29,1.13,8.0,19.0
20/08/17,2017,Marseille,Angers,1,1,D,1.58,4.2,6.39,1.53,4.0,6.0
20/08/17,2017,Lille,Caen,0,2,A,1.67,4.0,5.66,1.67,3.6,5.25
19/08/17,2017,Montpellier,Strasbourg,1,1,D,1.68,4.05,5.5,1.65,3.4,6.0
19/08/17,2017,Nice,Guingamp,2,0,H,1.92,3.56,4.48,1.8,3.25,5.0
19/08/17,2017,Rennes,Dijon,2,2,D,1.64,4.07,5.87,1.62,3.6,6.0
19/08/17,2017,St Etienne,Amiens,3,0,H,1.52,4.35,7.26,1.53,4.0,6.0
19/08/17,2017,Troyes,Nantes,0,1,A,2.88,3.23,2.72,3.0,3.0,2.5
19/08/17,2017,Lyon,Bordeaux,3,3,D,1.62,4.34,5.62,1.57,3.6,6.5
18/08/17,2017,Metz,Monaco,0,1,A,9.22,5.37,1.37,7.5,4.2,1.44
13/08/17,2017,Guingamp,Paris SG,0,3,A,14.01,6.26,1.26,10.0,6.0,1.25
13/08/17,2017,Dijon,Monaco,1,4,A,6.3,4.26,1.58,5.5,4.0,1.57
13/08/17,2017,Strasbourg,Lille,3,0,H,3.33,3.24,2.4,3.1,3.1,2.4
12/08/17,2017,Amiens,Angers,0,2,A,2.86,3.19,2.76,2.75,3.0,2.7
12/08/17,2017,Bordeaux,Metz,2,0,H,1.51,4.45,7.34,1.44,4.33,7.0
12/08/17,2017,Caen,St Etienne,0,1,A,2.93,3.24,2.66,2.8,3.1,2.6
13/08/17,2017,Toulouse,Montpellier,1,0,H,2.28,3.38,3.44,2.25,3.25,3.2
12/08/17,2017,Nantes,Marseille,0,1,A,3.84,3.43,2.11,3.4,3.4,2.1
11/08/17,2017,Rennes,Lyon,1,2,A,4.36,3.73,1.89,4.0,3.6,1.85
11/08/17,2017,Nice,Troyes,1,2,A,1.62,4.01,6.27,1.62,3.6,6.0
06/08/17,2017,Marseille,Dijon,3,0,H,1.47,4.55,7.84,1.44,4.33,7.0
06/08/17,2017,Angers,Bordeaux,2,2,D,2.64,3.12,3.02,2.5,3.1,2.9
06/08/17,2017,Lille,Nantes,3,0,H,2.41,3.14,3.37,2.38,3.0,3.25
05/08/17,2017,Lyon,Strasbourg,4,0,H,1.4,5.03,8.42,1.36,4.75,8.0
05/08/17,2017,Metz,Guingamp,1,3,A,2.9,3.2,2.68,2.8,3.1,2.6
05/08/17,2017,Montpellier,Caen,1,0,H,1.93,3.44,4.53,1.95,3.2,4.2
05/08/17,2017,St Etienne,Nice,1,0,H,2.32,3.15,3.54,2.3,3.1,3.25
05/08/17,2017,Troyes,Rennes,1,1,D,2.7,3.15,2.92,2.6,3.0,2.9
05/08/17,2017,Paris SG,Amiens,2,0,H,1.2,7.6,15.5,1.18,7.0,13.0
04/08/17,2017,Monaco,Toulouse,3,2,H,1.35,5.49,9.39,1.33,5.0,9.0
28/05/17,2016,Lorient,Troyes,0,0,D,1.87,3.73,4.51,1.75,3.4,5.0
25/05/17,2016,Troyes,Lorient,2,1,H,2.66,3.4,2.81,2.55,3.0,2.55
20/05/17,2016,Angers,Montpellier,2,0,H,2.31,3.6,3.18,2.2,3.4,3.2
20/05/17,2016,Guingamp,Metz,1,0,H,1.85,3.91,4.38,1.91,3.6,3.8
20/05/17,2016,Lille,Nantes,3,0,H,2.31,3.55,3.22,2.2,3.4,3.2
20/05/17,2016,Lorient,Bordeaux,1,1,D,2.68,3.68,2.63,2.8,3.5,2.38
20/05/17,2016,Lyon,Nice,3,3,D,1.82,4.03,4.4,1.83,3.75,4.0
20/05/17,2016,Marseille,Bastia,1,0,H,1.32,5.84,10.5,1.3,5.5,9.0
20/05/17,2016,Nancy,St Etienne,3,1,H,2.22,3.47,3.49,2.25,3.5,3.0
20/05/17,2016,Paris SG,Caen,1,1,D,1.23,7.35,13.3,1.25,6.0,10.5
20/05/17,2016,Rennes,Monaco,2,3,A,3.5,3.73,2.12,4.0,3.5,1.91
20/05/17,2016,Toulouse,Dijon,0,0,D,2.39,3.53,3.09,2.25,3.4,3.1
17/05/17,2016,Monaco,St Etienne,2,0,H,1.23,7.3,13.2,1.22,6.0,13.0
14/05/17,2016,Bastia,Lorient,2,0,H,2.5,3.49,2.95,2.45,3.1,3.0
14/05/17,2016,Bordeaux,Marseille,1,1,D,2.43,3.49,3.05,2.15,3.2,3.5
14/05/17,2016,Caen,Rennes,0,1,A,2.13,3.53,3.66,2.05,3.2,3.75
14/05/17,2016,Dijon,Nancy,2,0,H,2.25,3.52,3.37,2.05,3.2,3.8
14/05/17,2016,Metz,Toulouse,1,1,D,2.58,3.5,2.84,2.5,3.2,2.88
14/05/17,2016,Monaco,Lille,4,0,H,1.23,7.45,12.5,1.22,6.5,11.0
14/05/17,2016,Montpellier,Lyon,1,3,A,3.56,3.76,2.09,4.2,3.3,1.91
14/05/17,2016,Nantes,Guingamp,4,1,H,2.14,3.57,3.59,2.0,3.2,3.9
14/05/17,2016,Nice,Angers,0,2,A,1.8,3.8,4.83,1.75,3.5,4.75
14/05/17,2016,St Etienne,Paris SG,0,5,A,9.87,5.49,1.35,8.0,5.25,1.33
07/05/17,2016,Marseille,Nice,2,1,H,1.87,3.82,4.38,1.73,3.6,4.75
07/05/17,2016,Lyon,Nantes,3,2,H,1.53,4.57,6.45,1.45,4.5,6.5
07/05/17,2016,Rennes,Montpellier,1,0,H,2.31,3.51,3.25,2.05,3.25,3.75
06/05/17,2016,Guingamp,Dijon,4,0,H,2.09,3.58,3.74,1.91,3.4,4.0
06/05/17,2016,Lille,Metz,0,2,A,1.75,3.87,5.1,1.73,3.6,4.75
06/05/17,2016,Lorient,Angers,1,1,D,2.19,3.6,3.44,2.0,3.4,3.75
06/05/17,2016,Nancy,Monaco,0,3,A,6.2,4.5,1.56,7.0,4.75,1.4
06/05/17,2016,Toulouse,Caen,0,1,A,2.32,3.4,3.33,2.05,3.3,3.6
06/05/17,2016,Paris SG,Bastia,5,0,H,1.16,8.73,20.3,1.1,10.0,19.0
05/05/17,2016,St Etienne,Bordeaux,2,2,D,2.63,3.33,2.9,2.5,3.1,2.9
30/04/17,2016,Nice,Paris SG,3,1,H,6.81,4.55,1.52,6.5,3.5,1.6
30/04/17,2016,Dijon,Bordeaux,0,0,D,3.3,3.46,2.31,3.2,3.1,2.35
30/04/17,2016,Caen,Marseille,1,5,A,3.75,3.51,2.11,3.75,3.25,2.05
29/04/17,2016,Bastia,Rennes,1,0,H,3.7,3.19,2.27,3.1,3.1,2.38
29/04/17,2016,Guingamp,St Etienne,0,2,A,2.37,3.33,3.3,2.3,3.0,3.4
29/04/17,2016,Metz,Nancy,2,1,H,2.6,3.32,2.95,2.5,3.0,3.0
29/04/17,2016,Montpellier,Lille,0,3,A,2.13,3.44,3.77,2.0,3.1,4.2
29/04/17,2016,Nantes,Lorient,1,0,H,2.0,3.56,4.09,2.05,3.2,3.8
29/04/17,2016,Monaco,Toulouse,3,1,H,1.3,5.93,11.18,1.33,4.5,11.0
28/04/17,2016,Angers,Lyon,1,2,A,4.04,3.7,1.97,4.75,3.5,1.75
23/04/17,2016,Lyon,Monaco,1,2,A,2.44,3.7,2.91,2.55,3.4,2.63
23/04/17,2016,St Etienne,Rennes,1,1,D,1.95,3.36,4.65,1.91,3.2,4.33
23/04/17,2016,Toulouse,Nice,1,1,D,2.62,3.26,2.97,2.6,3.1,2.8
22/04/17,2016,Bordeaux,Bastia,2,0,H,1.47,4.55,8.13,1.57,3.75,6.0
22/04/17,2016,Caen,Nantes,0,2,A,2.4,3.28,3.3,2.38,3.25,3.0
22/04/17,2016,Dijon,Angers,3,2,H,2.4,3.31,3.26,2.25,3.25,3.2
22/04/17,2016,Lille,Guingamp,3,0,H,2.2,3.34,3.67,2.15,3.4,3.3
22/04/17,2016,Lorient,Metz,5,1,H,1.96,3.72,4.06,2.1,3.4,3.4
22/04/17,2016,Paris SG,Montpellier,2,0,H,1.2,8.2,14.5,1.13,9.0,13.0
21/04/17,2016,Nancy,Marseille,0,0,D,4.01,3.42,2.07,3.3,3.4,2.15
18/04/17,2016,Metz,Paris SG,2,3,A,14.3,7.08,1.23,8.0,6.0,1.25
16/04/17,2016,Marseille,St Etienne,4,0,H,1.82,3.6,5.05,1.91,3.4,4.0
16/04/17,2016,Bastia,Lyon,Lyon,,A,7.04,4.64,1.5,6.0,4.33,1.5
16/04/17,2016,Nantes,Bordeaux,0,1,A,2.7,3.29,2.85,2.8,3.2,2.5
15/04/17,2016,Monaco,Dijon,2,1,H,1.3,6.45,9.88,1.25,6.0,10.0
15/04/17,2016,Guingamp,Toulouse,2,1,H,2.21,3.4,3.6,1.91,3.4,4.0
15/04/17,2016,Metz,Caen,2,2,D,2.52,3.37,3.02,2.25,3.25,3.2
15/04/17,2016,Montpellier,Lorient,2,0,H,1.99,3.68,3.98,1.85,3.6,4.0
15/04/17,2016,Rennes,Lille,2,0,H,2.39,3.09,3.53,2.15,3.2,3.5
15/04/17,2016,Nice,Nancy,3,1,H,1.65,3.91,6.1,1.62,3.75,5.5
14/04/17,2016,Angers,Paris SG,0,2,A,13.01,5.85,1.29,8.5,5.0,1.33
09/04/17,2016,Paris SG,Guingamp,4,0,H,1.18,8.76,16.64,1.17,8.0,13.0
09/04/17,2016,St Etienne,Nantes,1,1,D,1.99,3.38,4.41,1.91,3.4,4.0
09/04/17,2016,Toulouse,Marseille,0,0,D,2.87,3.32,2.66,2.6,3.2,2.75
08/04/17,2016,Bordeaux,Metz,3,0,H,1.53,4.45,6.84,1.5,4.0,7.0
08/04/17,2016,Caen,Montpellier,0,2,A,2.43,3.41,3.13,2.4,3.2,3.0
08/04/17,2016,Dijon,Bastia,1,2,A,1.9,3.53,4.64,1.91,3.25,4.2
08/04/17,2016,Lyon,Lorient,1,4,A,1.28,6.73,10.45,1.25,6.0,10.0
08/04/17,2016,Nancy,Rennes,3,0,H,2.68,3.07,3.06,2.6,3.0,2.9
08/04/17,2016,Angers,Monaco,0,1,A,4.52,4.0,1.81,4.5,3.75,1.75
07/04/17,2016,Lille,Nice,1,2,A,2.51,3.2,3.18,2.5,3.0,3.0
05/04/17,2016,Metz,Lyon,0,3,A,4.64,3.77,1.82,5.0,3.5,1.73
02/04/17,2016,Nice,Bordeaux,2,1,H,2.18,3.57,3.49,1.91,3.2,4.33
02/04/17,2016,Lorient,Caen,1,0,H,2.26,3.55,3.32,2.2,3.1,3.5
02/04/17,2016,Montpellier,Toulouse,0,1,A,2.14,3.49,3.68,2.0,3.1,4.2
02/04/17,2016,Nantes,Angers,2,1,H,2.2,3.23,3.83,2.1,3.1,3.75
02/04/17,2016,Rennes,Lyon,1,1,D,4.62,3.98,1.79,5.25,3.4,1.73
01/04/17,2016,Bastia,Lille,0,1,A,3.32,3.15,2.46,2.88,3.0,2.6
01/04/17,2016,Marseille,Dijon,1,1,D,1.39,5.22,8.6,1.36,4.5,9.0
31/03/17,2016,Guingamp,Nancy,1,0,H,1.99,3.43,4.32,1.8,3.4,4.75
19/03/17,2016,Paris SG,Lyon,2,1,H,1.44,5.05,7.43,1.44,4.33,7.0
19/03/17,2016,Dijon,St Etienne,0,1,A,2.97,3.15,2.69,2.9,3.1,2.5
19/03/17,2016,Caen,Monaco,0,3,A,5.75,4.12,1.65,5.5,3.8,1.62
18/03/17,2016,Angers,Guingamp,3,0,H,2.4,3.2,3.37,2.2,3.1,3.5
18/03/17,2016,Bordeaux,Montpellier,5,1,H,2.08,3.51,3.85,1.95,3.4,4.0
18/03/17,2016,Nancy,Lorient,2,3,A,2.16,3.36,3.78,2.05,3.3,3.6
18/03/17,2016,Toulouse,Rennes,0,0,D,2.08,3.28,4.16,2.05,3.2,3.8
18/03/17,2016,Nantes,Nice,1,1,D,2.67,3.07,3.07,2.55,3.1,2.88
17/03/17,2016,Lille,Marseille,0,0,D,2.68,3.24,2.91,2.55,3.2,2.8
17/03/17,2016,Metz,Bastia,1,0,H,2.09,3.32,4.06,2.05,3.2,3.75
12/03/17,2016,Lorient,Paris SG,1,2,A,10.06,5.88,1.32,9.0,5.0,1.33
12/03/17,2016,Lyon,Toulouse,4,0,H,1.46,4.97,7.24,1.57,3.75,6.0
12/03/17,2016,St Etienne,Metz,2,2,D,1.61,3.93,6.75,1.57,4.0,6.0
11/03/17,2016,Guingamp,Bastia,5,0,H,1.78,3.57,5.46,1.8,3.4,4.75
11/03/17,2016,Montpellier,Nantes,2,3,A,2.08,3.36,4.06,2.2,3.25,3.4
11/03/17,2016,Nancy,Lille,1,2,A,2.73,3.01,3.06,2.45,3.1,3.0
11/03/17,2016,Rennes,Dijon,1,1,D,1.85,3.59,4.84,1.8,3.5,4.75
11/03/17,2016,Monaco,Bordeaux,2,1,H,1.49,4.57,7.46,1.62,4.0,5.25
10/03/17,2016,Marseille,Angers,3,0,H,1.66,3.88,6.01,1.62,3.75,5.75
10/03/17,2016,Nice,Caen,2,2,D,1.7,3.85,5.66,1.6,4.0,5.5
05/03/17,2016,Monaco,Nantes,4,0,H,1.4,5.06,8.85,1.36,4.75,8.5
05/03/17,2016,Toulouse,Lille,1,1,D,2.29,3.1,3.75,2.15,3.2,3.5
05/03/17,2016,Lorient,Marseille,1,4,A,3.31,3.43,2.31,3.2,3.4,2.2
04/03/17,2016,Bastia,St Etienne,0,0,D,3.29,3.1,2.51,3.3,3.1,2.3
04/03/17,2016,Caen,Angers,2,3,A,2.43,3.16,3.35,2.4,3.0,3.2
04/03/17,2016,Dijon,Nice,0,1,A,3.31,3.26,2.4,3.1,3.4,2.25
04/03/17,2016,Metz,Rennes,1,1,D,3.02,3.13,2.67,3.0,3.0,2.5
04/03/17,2016,Montpellier,Guingamp,1,1,D,2.07,3.45,3.95,1.95,3.4,3.8
04/03/17,2016,Paris SG,Nancy,1,0,H,1.15,8.82,23.03,1.2,6.5,13.0
03/03/17,2016,Bordeaux,Lyon,1,1,D,3.21,3.49,2.34,2.9,3.4,2.38
01/03/17,2016,Bastia,Nantes,2,2,D,2.68,3.07,3.06,2.5,3.0,3.0
26/02/17,2016,Marseille,Paris SG,1,5,A,5.67,4.05,1.66,6.0,3.75,1.57
26/02/17,2016,Lyon,Metz,5,0,H,1.3,6.02,10.83,1.3,5.25,10.0
26/02/17,2016,St Etienne,Caen,0,1,A,1.76,3.67,5.38,1.57,3.6,6.5
25/02/17,2016,Angers,Bastia,3,0,H,1.85,3.32,5.47,1.91,3.5,4.0
25/02/17,2016,Lille,Bordeaux,2,3,A,2.55,3.12,3.2,2.5,3.3,2.75
25/02/17,2016,Nancy,Toulouse,0,0,D,2.66,3.06,3.11,2.38,3.0,3.2
25/02/17,2016,Rennes,Lorient,1,0,H,1.97,3.4,4.47,1.91,3.4,4.0
25/02/17,2016,Guingamp,Monaco,1,2,A,4.94,3.88,1.77,6.0,3.6,1.62
24/02/17,2016,Nice,Montpellier,2,1,H,1.93,3.56,4.43,1.75,3.5,4.75
24/02/17,2016,Nantes,Dijon,3,1,H,1.82,3.48,5.32,2.2,3.2,3.4
21/02/17,2016,Caen,Nancy,1,0,H,2.35,3.29,3.38,2.3,3.25,3.0
19/02/17,2016,Paris SG,Toulouse,0,0,D,1.24,6.35,16.85,1.2,6.0,15.0
19/02/17,2016,Lyon,Dijon,4,2,H,1.4,5.05,8.85,1.44,4.2,7.5
19/02/17,2016,Montpellier,St Etienne,2,1,H,2.54,3.22,3.11,2.38,3.1,3.1
19/02/17,2016,Bordeaux,Guingamp,3,0,H,1.99,3.44,4.29,1.85,3.4,4.33
18/02/17,2016,Angers,Nancy,1,0,H,2.14,3.19,4.07,2.15,3.2,3.5
18/02/17,2016,Caen,Lille,0,1,A,2.73,3.16,2.92,2.8,3.0,2.7
18/02/17,2016,Lorient,Nice,0,1,A,2.86,3.28,2.7,2.88,3.2,2.5
18/02/17,2016,Metz,Nantes,1,1,D,2.82,3.14,2.84,2.6,3.1,2.8
18/02/17,2016,Marseille,Rennes,2,0,H,1.61,4.06,6.3,1.55,3.8,6.5
17/02/17,2016,Bastia,Monaco,1,1,D,6.8,4.22,1.56,5.75,4.0,1.55
12/02/17,2016,Nantes,Marseille,3,2,H,3.31,3.35,2.36,3.3,3.25,2.2
12/02/17,2016,St Etienne,Lorient,4,0,H,1.96,3.51,4.35,1.85,3.4,4.33
12/02/17,2016,Rennes,Nice,2,2,D,2.73,3.27,2.83,2.75,3.2,2.63
11/02/17,2016,Dijon,Caen,2,0,H,2.42,3.36,3.18,2.3,3.25,3.1
11/02/17,2016,Lille,Angers,1,2,A,1.91,3.33,4.98,1.8,3.2,5.0
11/02/17,2016,Monaco,Metz,5,0,H,1.26,6.66,11.92,1.29,6.0,8.5
11/02/17,2016,Nancy,Montpellier,0,3,A,2.44,3.2,3.3,2.3,3.0,3.4
11/02/17,2016,Toulouse,Bastia,4,1,H,1.92,3.35,4.9,1.83,3.3,4.75
11/02/17,2016,Guingamp,Lyon,2,1,H,3.92,3.7,2.0,3.75,3.5,1.95
10/02/17,2016,Bordeaux,Paris SG,0,3,A,7.1,4.53,1.51,6.5,4.5,1.44
08/02/17,2016,Marseille,Guingamp,2,0,H,1.79,3.78,4.92,1.75,3.5,4.75
08/02/17,2016,Angers,Rennes,0,0,D,2.53,3.09,3.26,2.55,3.1,2.9
08/02/17,2016,Lorient,Toulouse,1,1,D,2.38,3.38,3.23,2.5,3.1,2.9
08/02/17,2016,Lyon,Nancy,4,0,H,1.49,4.52,7.64,1.5,4.33,6.0
08/02/17,2016,Metz,Dijon,2,1,H,2.46,3.38,3.1,2.2,3.2,3.4
08/02/17,2016,Nice,St Etienne,1,0,H,2.05,3.37,4.16,1.91,3.3,4.2
07/02/17,2016,Paris SG,Lille,2,1,H,1.24,6.31,16.1,1.2,6.5,13.0
07/02/17,2016,Caen,Bordeaux,0,4,A,2.72,3.36,2.78,2.9,3.1,2.5
07/02/17,2016,Montpellier,Monaco,1,2,A,4.44,3.93,1.83,4.2,4.0,1.75
05/02/17,2016,St Etienne,Lyon,2,0,H,3.85,3.37,2.13,2.88,3.3,2.4
05/02/17,2016,Nantes,Nancy,0,2,A,2.14,3.14,4.18,2.3,3.1,3.25
05/02/17,2016,Toulouse,Angers,4,0,H,2.13,3.14,4.22,1.91,3.25,4.2
04/02/17,2016,Bordeaux,Rennes,1,1,D,1.93,3.43,4.65,2.15,3.4,3.3
04/02/17,2016,Dijon,Paris SG,1,3,A,10.55,5.45,1.34,7.5,4.5,1.4
04/02/17,2016,Guingamp,Caen,0,1,A,1.87,3.5,4.87,1.83,3.5,4.33
04/02/17,2016,Lille,Lorient,0,1,A,1.75,3.69,5.48,1.62,3.8,5.5
04/02/17,2016,Montpellier,Bastia,2,1,H,1.81,3.51,5.37,1.83,3.5,4.2
04/02/17,2016,Monaco,Nice,3,0,H,1.67,4.01,5.64,1.85,3.6,4.0
03/02/17,2016,Metz,Marseille,1,0,H,4.28,3.58,1.95,3.5,3.4,2.05
29/01/17,2016,Paris SG,Monaco,1,1,D,1.68,4.08,5.46,1.65,4.0,4.75
29/01/17,2016,Toulouse,St Etienne,0,3,A,2.59,3.07,3.19,2.3,3.4,3.0
29/01/17,2016,Nice,Guingamp,3,1,H,1.87,3.61,4.67,1.8,3.5,4.5
28/01/17,2016,Angers,Metz,2,1,H,1.92,3.47,4.64,1.83,3.5,4.33
28/01/17,2016,Bastia,Caen,1,1,D,2.3,3.17,3.65,2.15,3.2,3.5
28/01/17,2016,Lorient,Dijon,2,3,A,1.99,3.62,4.07,1.91,3.3,4.2
28/01/17,2016,Nancy,Bordeaux,0,2,A,2.67,3.15,3.01,2.45,3.3,2.8
28/01/17,2016,Rennes,Nantes,1,1,D,2.09,3.33,4.06,2.05,3.3,3.6
28/01/17,2016,Lyon,Lille,1,2,A,1.54,4.32,6.91,1.5,4.33,6.0
27/01/17,2016,Marseille,Montpellier,5,1,H,1.81,3.71,4.97,1.75,3.5,4.75
22/01/17,2016,Lyon,Marseille,3,1,H,1.79,3.81,4.89,1.7,3.6,4.75
22/01/17,2016,St Etienne,Angers,2,1,H,2.01,3.29,4.47,1.95,3.3,4.0
